 I  J	QI  QM	QL  CP	DS7	DS9
           5          10  -3.8789846038036240        2.5209858450544645E-002  0.17190385044177275       0.54015566539135840      -0.24411555197467996      -0.96974615095090599     
           6          10   3.9896149946030373       -9.6865236801473280E-003  0.39348701298837008      -0.10183217034143076       -7.2012236303374680E-002  0.99740374865075920     
           7          10   3.9903658213001854       -2.2907912865696562E-002  0.18582025446497688      -0.22236187601820012        6.9363450479744640E-002  0.99759145532504634     
           8          10   3.9767769394953874       -2.8415143815160679E-002   8.5612955731781376E-002 -0.35341750719489951       0.10760029434721023       0.99419423487384684     
           9          10   3.9693324093247586       -3.0711192726171149E-002  -1.0081886545724795E-003 -0.35594757918892811       0.12359212765284333       0.99233310233118954     
          10          10   3.9650926279487679       -2.9873255600180951E-002  -6.0176593678384502E-002 -0.27272662533108932       0.13182385306402547       0.99127315698719209     
 I  J	QI  QM	QL  CP	DS7	DS9
           1           1  -3.9956225330122490       -2.6481577990042325E-002  -1.2572679520373302E-002   2.4793402567466531E-002  -4.2202661813328497E-002 -0.99910907079050681     
           2           1  -3.9940663674324606       -2.8505600263943390E-002  -4.7687901129628861E-002  -5.0340703239040892E-003  -5.0493428398713791E-002 -0.99872439325799189     
           3           1  -3.9902281707849148       -2.7156582923774188E-002  -8.2964713568444162E-002  -2.6636200784264957E-002  -6.6565594965157390E-002 -0.99778205113488327     
           4           1  -3.9768016358077283       -2.5630204018372970E-002  -8.8307789254337826E-002  -2.5186653772956896E-002 -0.10481181543066809      -0.99449207304338416     
           5           1  -3.8766519927330658       -2.5807794020593133E-002  0.18165640245569017       0.15132518657042177      -0.24400978966411502      -0.96977276851233252     
           6           1   3.9903044658206119        1.0274508453077832E-002  0.40341371299555534      -0.21205057088842572       -7.2121013081305974E-002  0.99739588903911469     
           7           1   3.9898227736529939        2.3726897520942127E-002  0.18867003228665744       -9.9999737107634060E-002   6.9254652389684312E-002  0.99759901419477370     
           8           1   3.9759840398384876        2.9568456571607126E-002   8.9212896478239476E-002  -4.4869166445668449E-002  0.10749186653181832       0.99420596388751648     
           9           1   3.9684784588270112        3.2974990923240022E-002   8.4609202643871496E-003  -7.3629884229978043E-003  0.12348390271812117       0.99234657543093352     
          10           1   3.9642254020568246        3.4726862413851076E-002  -4.3306555218464743E-002   5.6999472180728067E-003  0.13171574367836331       0.99128752784812935     
           1           2  -3.9956225330122490       -4.8542056538260769E-002  -2.4280488337297592E-002   4.1386031764073378E-002  -4.2202661813328490E-002 -0.99910907079050681     
           2           2  -3.9940663674324606       -5.2360503354782914E-002  -4.9179614710470131E-002   5.2931759913529761E-003  -5.0493428398713784E-002 -0.99872439325799189     
           3           2  -3.9902281707849148       -5.3369987138350054E-002  -7.7822603747588759E-002  -1.8259262839871684E-002  -6.6565594965157376E-002 -0.99778205113488327     
           4           2  -3.9768016358077283       -5.2823138682055459E-002  -8.5329931140023865E-002  -1.9600499352316739E-002 -0.10481181543066807      -0.99449207304338405     
           5           2  -3.8766519927330658       -4.7736446131019364E-002  0.31459006142577284       0.21450826964838829      -0.24400978966411502      -0.96977276851233263     
           6           2   3.9903044658206119        1.6606238335548928E-002  0.58681102603089952      -0.31782780678527423       -7.2121013081305987E-002  0.99739588903911469     
           7           2   3.9898227736529939        4.4495906799315060E-002  0.23126723917827002      -0.12654564083325875        6.9254652389684326E-002  0.99759901419477359     
           8           2   3.9759840398384876        6.0180557514199172E-002  0.10575138642772126       -5.9228565532673957E-002  0.10749186653181832       0.99420596388751648     
           9           2   3.9684784588270112        6.6510033759284826E-002   1.9860635534354149E-002  -2.4565613233819159E-002  0.12348390271812118       0.99234657543093363     
          10           2   3.9642254020568246        6.6007853574471628E-002  -3.3172982703789454E-002  -2.3738061973370958E-002  0.13171574367836331       0.99128752784812935     
           1           3  -3.9956225330122490       -3.7104031181548265E-002  -3.4660205869216074E-002   6.0727952327986265E-002  -4.2202661813328490E-002 -0.99910907079050681     
           2           3  -3.9940663674324606       -4.0668246699051669E-002  -5.8357289283128104E-002   1.3092237550001870E-002  -5.0493428398713791E-002 -0.99872439325799189     
           3           3  -3.9902281707849148       -4.5062465821669839E-002  -8.3792050553218894E-002  -1.4681117296616586E-002  -6.6565594965157376E-002 -0.99778205113488316     
           4           3  -3.9768016358077283       -4.6143392534082589E-002  -7.5870049174007317E-002  -1.0417118374201020E-002 -0.10481181543066807      -0.99449207304338416     
           5           3  -3.8766519927330658       -3.5395613650218136E-002  0.43871182754236215       0.27132429392250840      -0.24400978966411505      -0.96977276851233274     
           6           3   3.9903044658206119        1.1014069216428923E-002  0.74489490881903941      -0.41232022946435898       -7.2121013081305987E-002  0.99739588903911480     
           7           3   3.9898227736529939        3.4709564317024488E-002  0.28487347793765638      -0.15934689816985817        6.9254652389684312E-002  0.99759901419477359     
           8           3   3.9759840398384876        5.2447873743330424E-002  0.12858105612329804       -7.7574889804075300E-002  0.10749186653181832       0.99420596388751659     
           9           3   3.9684784588270112        5.7266828064236108E-002   2.1338836022176611E-002  -3.8376098890328975E-002  0.12348390271812118       0.99234657543093363     
          10           3   3.9642254020568246        5.2825283130557441E-002  -4.6211379770671156E-002  -4.4094286801189833E-002  0.13171574367836331       0.99128752784812935     
           1           4  -3.9956225330122490       -2.2550422739086862E-002  -4.4897432330120682E-002   7.5062904361958740E-002  -4.2202661813328504E-002 -0.99910907079050681     
           2           4  -3.9940663674324606       -2.5429387182194188E-002  -6.6767197321566635E-002   1.9532578233306494E-002  -5.0493428398713784E-002 -0.99872439325799178     
           3           4  -3.9902281707849148       -2.8568768077806103E-002  -8.7613880762817301E-002  -1.1132891490890071E-002  -6.6565594965157363E-002 -0.99778205113488305     
           4           4  -3.9768016358077283       -2.8282428154963055E-002  -6.3987440769040602E-002  -1.0484585059525875E-003 -0.10481181543066807      -0.99449207304338405     
           5           4  -3.8766519927330658       -1.9818904455166264E-002  0.52620992981991810       0.31021468915997319      -0.24400978966411499      -0.96977276851233263     
           6           4   3.9903044658206119        7.2179045451833679E-003  0.84636853752314556      -0.47478744058832562       -7.2121013081305987E-002  0.99739588903911469     
           7           4   3.9898227736529939        2.0903905123485497E-002  0.32274485344862458      -0.18297973278814733        6.9254652389684312E-002  0.99759901419477348     
           8           4   3.9759840398384876        3.2892467031046063E-002  0.14609084490230520       -9.2124553054234837E-002  0.10749186653181832       0.99420596388751648     
           9           4   3.9684784588270112        3.5683549396668679E-002   2.0694683821010328E-002  -4.9429414331825655E-002  0.12348390271812117       0.99234657543093363     
          10           4   3.9642254020568246        3.2300027054669833E-002  -5.8864774541170381E-002  -5.9322753318088117E-002  0.13171574367836331       0.99128752784812935     
           1           5  -3.9956225330122490       -7.5068701057581233E-003  -5.1313365137892732E-002   8.2141162310820512E-002  -4.2202661813328490E-002 -0.99910907079050681     
           2           5  -3.9940663674324606       -8.6160435739821573E-003  -7.1657410552354903E-002   2.3241241242157498E-002  -5.0493428398713784E-002 -0.99872439325799178     
           3           5  -3.9902281707849148       -9.7197064707121167E-003  -8.8894182138727490E-002  -8.6325001429460174E-003  -6.6565594965157376E-002 -0.99778205113488305     
           4           5  -3.9768016358077283       -9.3319702845628960E-003  -5.6552087463048031E-002   4.5169801024496636E-003 -0.10481181543066809      -0.99449207304338416     
           5           5  -3.8766519927330658       -6.3519429153746920E-003  0.57014831026696677       0.32942458897004950      -0.24400978966411499      -0.96977276851233263     
           6           5   3.9903044658206119        2.5355652112257487E-003  0.89566709743178863      -0.50568235798160333       -7.2121013081305974E-002  0.99739588903911469     
